2017,45,bitcoin,0
2017,44,bitcoin,0.2732574154269574
2017,39,bitcoin,0.18625117254530263
2017,38,bitcoin,0
2017,37,bitcoin,0
2017,35,bitcoin,0
2017,34,bitcoin,0.06455561996461864
2017,32,bitcoin,0.02343077790949688
2017,31,bitcoin,0.16390397485888578
2017,30,bitcoin,0.15978274478198873
2017,27,bitcoin,0.01954049070403125
2017,25,bitcoin,0
2017,12,bitcoin,0.04619548818537631
2017,10,bitcoin,0.07534080614000753
2016,48,bitcoin,0.14412599308533472
2016,39,bitcoin,0.005930868172070918
2016,31,bitcoin,0.12340200087609354
2016,29,bitcoin,0.026501546399997508
2016,26,bitcoin,0.02845356630408588
2016,25,bitcoin,0.0003375853200088962
2016,24,bitcoin,0.02356936001527731
2016,18,bitcoin,0.5363921066331128
2016,17,bitcoin,0.005677365016490139
2016,11,bitcoin,0.019306919516879028
2016,09,bitcoin,0.010148735200598889
2016,06,bitcoin,0.056031470421781665
2016,01,bitcoin,0.034387330453606285
2015,39,bitcoin,0.025882849051060825
2015,28,bitcoin,0
2015,27,bitcoin,0.09672549711944062
2015,24,bitcoin,0.016328567251818502
2015,04,bitcoin,0.03691260394904658
2014,51,bitcoin,0.12374767307203514
2014,50,bitcoin,0.01331637237149868
2014,39,bitcoin,0.08126721757386175
2014,35,bitcoin,0.165099606738423
2014,30,bitcoin,0.04543352058040682
2014,24,bitcoin,0.07170869306117215
2014,22,bitcoin,0.05096664635427754
2014,20,bitcoin,0.019389146778459564
2014,19,bitcoin,0.007466141257287129
2014,18,bitcoin,0.013061357807447929
2014,13,bitcoin,0.007108350536875179
2014,12,bitcoin,0.13084825099387962
2014,11,bitcoin,0.020966038317829745
2014,10,bitcoin,0.06974948436564227
2014,09,bitcoin,0
2014,08,bitcoin,0.03196364252415976
2014,07,bitcoin,0.21918754091314452
2014,06,bitcoin,0.14230614594402585
2014,05,bitcoin,0.012645420222609461
2014,04,bitcoin,0.0778986555331405
2014,03,bitcoin,0
2014,02,bitcoin,0.16496244784959677
2014,01,bitcoin,0.2895669784564347
2013,52,bitcoin,0.3284866570131845
2013,51,bitcoin,0.0848981694242438
2013,50,bitcoin,0.21885722246164835
2013,48,bitcoin,0.05283043643108097
2013,44,bitcoin,0.051956518451459655
2013,43,bitcoin,0.009207401484483083
2013,40,bitcoin,0.032435612106574266
2013,39,bitcoin,0.003090892119197621
